Course,Location,Utilization Rate,Course Waitlist,Visits,Coordinates
Specialty Camp: Gymnastics,Joseph J. Piccininni Community Centre,1,1,300,"43.6744016,-79.4524571"
Specialty Camp: Cooking,Joseph J. Piccininni Community Centre,1,0,162,"43.6744016,-79.4524571"
Specialty Camp: Gymnastics,Joseph J. Piccininni Community Centre,1,0,400,"43.6744016,-79.4524571"
Specialty Camp: Dance,Joseph J. Piccininni Community Centre,0.6333,0,171,"43.6744016,-79.4524571"
Specialty Camps: Visual Arts,Joseph J. Piccininni Community Centre,0.45,0,90,"43.6744016,-79.4524571"
Specialty Camp: Dance,Joseph J. Piccininni Community Centre,0.6333,0,190,"43.6744016,-79.4524571"
Specialty Camp: Swim,Joseph J. Piccininni Community Centre,0.9474,2,540,"43.6744016,-79.4524571"
Activity Camp,Elmbank Community Centre,0.8667,0,65,"43.7349413,-79.58808579999999"
Tiny Tots Swim,Matty Eckler Recreation Centre,1,0,9,"43.6680898,-79.33898669999996"
Specialty Camp: Sports,Joseph J. Piccininni Community Centre,0.2,0,10,"43.6744016,-79.4524571"
Activity Camp,Lawrence Heights Community Centre,1.1486,92,425,"43.7178736,-79.44190759999998"
Specialty Camp: Cooking,Joseph J. Piccininni Community Centre,1.1,1,220,"43.6744016,-79.4524571"
Specialty Camp: Dance,Joseph J. Piccininni Community Centre,0.4,0,20,"43.6744016,-79.4524571"
Specialty Camp: Cooking,Joseph J. Piccininni Community Centre,1,0,200,"43.6744016,-79.4524571"
Activity Camp,Elmbank Community Centre,0.8667,0,65,"43.7349413,-79.58808579999999"
Counsellor-in-Training,North Toronto Memorial Community Centre,1.1,2,110,"43.7061669,-79.40532659999997"
Specialty Camp: Dance,Joseph J. Piccininni Community Centre,0.8333,0,250,"43.6744016,-79.4524571"
Counsellor-in-Training,North Toronto Memorial Community Centre,0.9,0,90,"43.7061669,-79.40532659999997"
Specialty Camp: Gymnastics,Joseph J. Piccininni Community Centre,0.925,1,333,"43.6744016,-79.4524571"
Specialty Camps: Visual Arts,Joseph J. Piccininni Community Centre,0.85,0,170,"43.6744016,-79.4524571"
Specialty Camp: Cooking,Joseph J. Piccininni Community Centre,0.85,0,153,"43.6744016,-79.4524571"
Specialty Camps: Visual Arts,Joseph J. Piccininni Community Centre,1,0,180,"43.6744016,-79.4524571"
Specialty Camp: Hip Hop,Bloordale Community School,0.9,1,45,"43.6392378,-79.57263569999998"
Specialty Camp: Golf,Bloordale Community School,1,0,50,"43.6392378,-79.57263569999998"
Tiny Tots Swim,Amos Waites Park - Outdoor Pool,1,0,9,"43.6136464,-79.48831640000003"
Specialty Camp: Outdoor Explorers,Bloordale Community School,0.9,9,45,"43.6392378,-79.57263569999998"
Specialty Camp: Dance,Bloordale Community School,0.9,6,45,"43.6392378,-79.57263569999998"
Specialty Camp: Dance,Bloordale Community School,0.9,3,45,"43.6392378,-79.57263569999998"
Tiny Tots Swim,Amos Waites Park - Outdoor Pool,1,1,9,"43.6136464,-79.48831640000003"
Specialty Camp: Arts,Bloordale Community School,0.6,0,24,"43.6392378,-79.57263569999998"
Specialty Camp: Sports - Girls,Bloordale Community School,1,7,50,"43.6392378,-79.57263569999998"
Specialty Camp: Science,Bloordale Community School,1,2,40,"43.6392378,-79.57263569999998"
Specialty Camp: Arts,Bloordale Community School,1,4,40,"43.6392378,-79.57263569999998"
Specialty Camp: Golf,Bloordale Community School,0.8,0,40,"43.6392378,-79.57263569999998"
Adventure Camp,O'Connor Community Centre,1,27,216,"43.7188944,-79.3011323"
Adventure Camp,O'Connor PS,0.9889,24,445,"43.7172852,-79.3044782"
Adventure Camp,O'Connor Community Centre,0.975,10,351,"43.7188944,-79.3011323"
Specialty Camp: Drama,Bloordale Community School,1,8,40,"43.6392378,-79.57263569999998"
Ultra Swim 4,Riverdale Park East,0.5,0,18,"43.6746186,-79.35799609999998"
Ultra Swim 5,Riverdale Park East,0.5,0,18,"43.6746186,-79.35799609999998"
Adventure Camp,O'Connor PS,1.0111,27,455,"43.7172852,-79.3044782"
Adventure Camp,O'Connor Community Centre,0.9583,35,230,"43.7188944,-79.3011323"
Adventure Camp,O'Connor PS,0.9667,46,435,"43.7172852,-79.3044782"
Adventure Camp,O'Connor PS,0.9444,26,255,"43.7172852,-79.3044782"
Adventure Camp,O'Connor Community Centre,1,12,280,"43.7188944,-79.3011323"
Adventure Camp,O'Connor PS,0.9556,34,344,"43.7172852,-79.3044782"
Tri Private Ultra Swim 2,East York Community Centre,0.6667,0,18,"43.6909001,-79.34910789999998"
Adventure Camp,O'Connor PS,0.9333,32,420,"43.7172852,-79.3044782"
Adventure Camp,O'Connor PS,1.0111,26,455,"43.7172852,-79.3044782"
Bronze Medallion & Emergency First Aid (CPR B),Riverdale Park East,0.75,0,108,"43.6746186,-79.35799609999998"
Adventure Camp,O'Connor Community Centre,0.875,12,350,"43.7188944,-79.3011323"
Tri Private Ultra Swim 2,East York Community Centre,1,0,27,"43.6909001,-79.34910789999998"
Specialty Camp: Visual Arts - Acrylic Paints,S.H. Armstrong Community Centre,0.8,0,80,"43.66623620000001,-79.32243829999999"
Specialty Camp: Visual Arts - Acrylic Paints,S.H. Armstrong Community Centre,0.8,0,80,"43.66623620000001,-79.32243829999999"
Specialty Camp: Sports,Bloordale Community School,1,2,50,"43.6392378,-79.57263569999998"
Specialty Camp: Visual Arts - Sketch and Sculpt,S.H. Armstrong Community Centre,1.05,4,105,"43.66623620000001,-79.32243829999999"
Activity Camp,Holy Redeemer CSS,0.95,0,190,"43.8069813,-79.36309979999999"
Specialty Camp: Volleyball,Bloordale Community School,0.9,4,45,"43.6392378,-79.57263569999998"
Specialty Camp: Visual Arts - Sketch and Sculpt,S.H. Armstrong Community Centre,0.95,3,95,"43.66623620000001,-79.32243829999999"
Specialty Camp: Dance,Bloordale Community School,1,8,50,"43.6392378,-79.57263569999998"
Specialty Camp: Swim,Bloordale Community School,0.875,3,63,"43.6392378,-79.57263569999998"
Specialty Camp: Sports,Bloordale Community School,1,0,50,"43.6392378,-79.57263569999998"
Specialty Camp: Sports,Bloordale Community School,0.9,3,45,"43.6392378,-79.57263569999998"
Specialty Camp: Basketball,Bloordale Community School,0.9,9,45,"43.6392378,-79.57263569999998"
Specialty Camp: Science,Bloordale Community School,1,15,50,"43.6392378,-79.57263569999998"
Specialty Camp: Drama,Bloordale Community School,1,6,40,"43.6392378,-79.57263569999998"
Adventure Camp,S.H. Armstrong Community Centre,1,6,40,"43.66623620000001,-79.32243829999999"
Specialty Camp: Visual Arts - Clay,S.H. Armstrong Community Centre,0.5,0,40,"43.66623620000001,-79.32243829999999"
Specialty Camp: Soccer,Bloordale Community School,1,3,50,"43.6392378,-79.57263569999998"
Adventure Camp,S.H. Armstrong Community Centre,1.15,0,115,"43.66623620000001,-79.32243829999999"
Specialty Camp: Swim,Bloordale Community School,1,1,100,"43.6392378,-79.57263569999998"
Specialty Camp: Cooking,Bloordale Community School,1,8,50,"43.6392378,-79.57263569999998"
Adventure Camp,Domenico DiLuca Community Centre,0.75,0,60,"43.7419,-79.51572870000001"
Adventure Camp,S.H. Armstrong Community Centre,0.95,3,95,"43.66623620000001,-79.32243829999999"
Specialty Camp: Soccer,Bloordale Community School,0.9,3,45,"43.6392378,-79.57263569999998"
Specialty Camp: Ball Hockey,Bloordale Community School,0.8,0,32,"43.6392378,-79.57263569999998"
Specialty Camp: Soccer,Bloordale Community School,0.8,9,40,"43.6392378,-79.57263569999998"
Adventure Camp,S.H. Armstrong Community Centre,1,0,100,"43.66623620000001,-79.32243829999999"
Adventure Camp,S.H. Armstrong Community Centre,1,6,40,"43.66623620000001,-79.32243829999999"
Specialty Camp: Dance,Bloordale Community School,0.875,6,35,"43.6392378,-79.57263569999998"
Activity Camp,Holy Redeemer CSS,0.825,0,165,"43.8069813,-79.36309979999999"
Specialty Camp: Sports,Bloordale Community School,0.8,0,32,"43.6392378,-79.57263569999998"
Specialty Camp: Sports,Bloordale Community School,1,0,50,"43.6392378,-79.57263569999998"
Specialty Camp: Drama,Bloordale Community School,0.875,1,35,"43.6392378,-79.57263569999998"
Specialty Camp: Sports,Bloordale Community School,0.875,12,35,"43.6392378,-79.57263569999998"
Adventure Camp,S.H. Armstrong Community Centre,1,0,100,"43.66623620000001,-79.32243829999999"
Specialty Camp: Swim,Bloordale Community School,0.8,0,72,"43.6392378,-79.57263569999998"
Specialty Camp: Ball Hockey,Bloordale Community School,0.9,3,36,"43.6392378,-79.57263569999998"
Specialty Camp: Dance,Bloordale Community School,0.875,3,28,"43.6392378,-79.57263569999998"
Specialty Camp: Sports,Bloordale Community School,1.125,6,36,"43.6392378,-79.57263569999998"
Adventure Camp,Domenico DiLuca Community Centre,0.625,0,50,"43.7419,-79.51572870000001"
Adventure Camp,S.H. Armstrong Community Centre,0.9,0,72,"43.66623620000001,-79.32243829999999"
Specialty Camp: Swim,Bloordale Community School,0.875,6,70,"43.6392378,-79.57263569999998"
Specialty Camp: Sports - Girls,Bloordale Community School,0.9,1,45,"43.6392378,-79.57263569999998"
Adventure Camp,Domenico DiLuca Community Centre,0.375,0,24,"43.7419,-79.51572870000001"
Specialty Camp: Sports - Girls,Bloordale Community School,0.8,0,40,"43.6392378,-79.57263569999998"
Specialty Camp: Multi-Art,S.H. Armstrong Community Centre,0.7,0,70,"43.66623620000001,-79.32243829999999"
Specialty Camp: Dance,Bloordale Community School,0.875,4,28,"43.6392378,-79.57263569999998"
Adventure Camp,S.H. Armstrong Community Centre,0.95,0,76,"43.66623620000001,-79.32243829999999"
Specialty Camp: Sports,Bloordale Community School,1,3,50,"43.6392378,-79.57263569999998"
Specialty Camp: Swim,West Mall Outdoor Pool - Outdoor Pool,0.8,1,108,"43.64103069999999,-79.56631440000001"
Specialty Camp: Hip Hop,Bloordale Community School,0.7,3,28,"43.6392378,-79.57263569999998"
Preschool Swim 1: Penguin,Riverdale Park East,1,0,36,"43.6746186,-79.35799609999998"
Adventure Camp,S.H. Armstrong Community Centre,0.875,1,35,"43.66623620000001,-79.32243829999999"
Specialty Camp: French,S.H. Armstrong Community Centre,0.85,0,85,"43.66623620000001,-79.32243829999999"
Adventure Camp,S.H. Armstrong Community Centre,1,1,40,"43.66623620000001,-79.32243829999999"
Specialty Camp: Science,Bloordale Community School,1,9,50,"43.6392378,-79.57263569999998"
Adventure Camp,S.H. Armstrong Community Centre,1,1,100,"43.66623620000001,-79.32243829999999"
Adventure Camp,Domenico DiLuca Community Centre,1,0,80,"43.7419,-79.51572870000001"
Adventure Camp,S.H. Armstrong Community Centre,0.875,2,35,"43.66623620000001,-79.32243829999999"
Adventure Camp,S.H. Armstrong Community Centre,1,2,80,"43.66623620000001,-79.32243829999999"
Adventure Camp,S.H. Armstrong Community Centre,1.125,3,36,"43.66623620000001,-79.32243829999999"
Specialty Camp: Basketball,Bloordale Community School,0.9,2,36,"43.6392378,-79.57263569999998"
Specialty Camp: Multi-Art,S.H. Armstrong Community Centre,1,0,100,"43.66623620000001,-79.32243829999999"
Adventure Camp,Domenico DiLuca Community Centre,0.875,0,70,"43.7419,-79.51572870000001"
Specialty Camp: Ball Hockey,Bloordale Community School,1,10,50,"43.6392378,-79.57263569999998"
Adventure Camp,S.H. Armstrong Community Centre,1,2,100,"43.66623620000001,-79.32243829999999"
Adventure Camp,S.H. Armstrong Community Centre,0.75,1,30,"43.66623620000001,-79.32243829999999"
Specialty Camp: Ball Hockey,Bloordale Community School,1,0,50,"43.6392378,-79.57263569999998"
Specialty Camp: Basketball,Bloordale Community School,1,2,50,"43.6392378,-79.57263569999998"
Activity Camp,Holy Redeemer CSS,0.9,0,72,"43.8069813,-79.36309979999999"
Specialty Camp: Dance,Bloordale Community School,1,8,40,"43.6392378,-79.57263569999998"
Specialty Camp: French,S.H. Armstrong Community Centre,0.75,0,75,"43.66623620000001,-79.32243829999999"
Specialty Camp: Soccer,Bloordale Community School,0.9,4,45,"43.6392378,-79.57263569999998"
Specialty Camp: Visual Arts - Clay,S.H. Armstrong Community Centre,1,3,100,"43.66623620000001,-79.32243829999999"
Specialty Camp: French,Bloordale Community School,1,1,50,"43.6392378,-79.57263569999998"
Adventure Camp: Sports,Ourland Community Centre,0.8571,0,30,"43.6155335,-79.50870069999996"
Counsellor-in-Training,Domenico DiLuca Community Centre,0.8,0,80,"43.7419,-79.51572870000001"
Guardian Swim 1,Cummer Park Community Centre,0.9,1,72,"43.79916619999999,-79.37119469999999"
Specialty Camp: Sports,John G. Althouse CS,0.5,0,40,"43.66795159999999,-79.55419749999999"
Activity Camp,The Elms Community School,0.975,69,312,"43.72223289999999,-79.55296820000001"
Adventure Camp: Sports,Ourland Community Centre,0.88,0,110,"43.6155335,-79.50870069999996"
Adventure Camp: Sports,Ourland Community Centre,1,6,100,"43.6155335,-79.50870069999996"
Little Explorers,Bloordale Community School,0.75,0,30,"43.6392378,-79.57263569999998"
Adventure Camp: Sports,Ourland Community Centre,1,3,90,"43.6155335,-79.50870069999996"
Little Explorers,Bloordale Community School,0.5,0,16,"43.6392378,-79.57263569999998"
Ultra Swim 3,Cummer Park Community Centre,0.875,0,63,"43.79916619999999,-79.37119469999999"
Ultra Swim 2,Cummer Park Community Centre,0.75,0,54,"43.79916619999999,-79.37119469999999"
Activity,The Elms Community School,0.9,67,135,"43.72223289999999,-79.55296820000001"
Ultra Swim 7,Cummer Park Community Centre,0.3,0,27,"43.79916619999999,-79.37119469999999"
Ultra Swim 7,Cummer Park Community Centre,0.5,0,45,"43.79916619999999,-79.37119469999999"
Activity,The Elms Community School,1,48,120,"43.72223289999999,-79.55296820000001"
Ultra Swim 7,Cummer Park Community Centre,0.4,0,36,"43.79916619999999,-79.37119469999999"
Ultra Swim 3,Cummer Park Community Centre,1,0,72,"43.79916619999999,-79.37119469999999"
Ultra Swim 2,Cummer Park Community Centre,0.875,0,63,"43.79916619999999,-79.37119469999999"
Activity,The Elms Community School,0.9667,72,145,"43.72223289999999,-79.55296820000001"
Ultra Swim 3,Cummer Park Community Centre,0.5,0,36,"43.79916619999999,-79.37119469999999"
Ultra Swim 2,Cummer Park Community Centre,0.625,0,45,"43.79916619999999,-79.37119469999999"
Adventure Camp,Northlea ES,0.3,0,24,"43.7142624,-79.36996290000002"
Ultra Swim 3,Cummer Park Community Centre,1,0,72,"43.79916619999999,-79.37119469999999"
Ultra Swim 7,Cummer Park Community Centre,0.3,0,27,"43.79916619999999,-79.37119469999999"
Ultra Swim 2,Cummer Park Community Centre,1,1,72,"43.79916619999999,-79.37119469999999"
Adventure Camp: Cooking,Warden Hilltop Community Centre,1,9,60,"43.7161436,-79.28219939999997"
Adventure Camp,Warden Hilltop Community Centre,0.925,11,185,"43.7161436,-79.28219939999997"
Adventure Camp,Warden Hilltop Community Centre,0.875,11,175,"43.7161436,-79.28219939999997"
Ultra Swim 5,Ourland Park - Outdoor Pool,0.25,0,18,"43.6155335,-79.50870069999996"
Adventure Camp: Sports,Ourland Community Centre,0.7,1,105,"43.6155335,-79.50870069999996"
Adventure Camp,Warden Hilltop Community Centre,0.9,14,144,"43.7161436,-79.28219939999997"
Activity Camp,Knob Hill JES,0.9375,4,75,"43.7448162,-79.24969620000002"
Specialty Camp: Dance,Hollycrest CS,0.3,0,15,"43.65616430000001,-79.58246789999998"
Adventure Camp,Warden Hilltop Community Centre,0.9375,21,75,"43.7161436,-79.28219939999997"
Adventure Camp,Warden Hilltop Community Centre,0.8,9,160,"43.7161436,-79.28219939999997"
Activity Camp,Knob Hill JES,0.9375,1,75,"43.7448162,-79.24969620000002"
Adventure Camp,Warden Hilltop Community Centre,0.9375,15,60,"43.7161436,-79.28219939999997"
Specialty Camp: Dance,Hollycrest CS,0.4,1,20,"43.65616430000001,-79.58246789999998"
Adventure Camp,Warden Hilltop Community Centre,1,1,160,"43.7161436,-79.28219939999997"
Adventure Camp: Cooking,Warden Hilltop Community Centre,0.8333,10,40,"43.7161436,-79.28219939999997"
Adventure Camp: Sports,Ourland Community Centre,0.9333,0,140,"43.6155335,-79.50870069999996"
Adventure Camp,Warden Hilltop Community Centre,0.9,12,180,"43.7161436,-79.28219939999997"
Activity Camp,Knob Hill JES,1,1,80,"43.7448162,-79.24969620000002"
Activity Camp,Knob Hill JES,1,2,80,"43.7448162,-79.24969620000002"
Adventure Camp: Sports,Ourland Community Centre,0.64,0,64,"43.6155335,-79.50870069999996"
Adventure Camp,Warden Hilltop Community Centre,0.9,10,180,"43.7161436,-79.28219939999997"
Adventure Camp,Warden Hilltop Community Centre,0.9,6,180,"43.7161436,-79.28219939999997"
Adventure Camp: Sports,Ourland Community Centre,0.9444,0,85,"43.6155335,-79.50870069999996"
Activity Camp,Knob Hill JES,0.875,2,56,"43.7448162,-79.24969620000002"
Adventure Camp: Cooking,Warden Hilltop Community Centre,1,11,60,"43.7161436,-79.28219939999997"
Adventure Camp,Warden Hilltop Community Centre,0.9375,17,75,"43.7161436,-79.28219939999997"
Activity Camp,Knob Hill JES,1,5,80,"43.7448162,-79.24969620000002"
Adventure Camp: Cooking,Warden Hilltop Community Centre,1,8,60,"43.7161436,-79.28219939999997"
Adventure Camp,Greenwood Park,1.0667,0,80,"43.6684952,-79.32675169999999"
Specialty Camp: Swim,Frankland Community Centre,0.9722,0,140,"43.6771192,-79.34989989999997"
Adventure Camp,Greenwood Park,1,0,75,"43.6684952,-79.32675169999999"
Stroke Improvement,Centennial Recreation Centre - Etobicoke,0.25,0,18,"43.6909825,-79.47777099999996"
Adventure Camp,Greenwood Park,0.8,0,80,"43.6684952,-79.32675169999999"
Adventure Camp,Northlea ES,1,7,100,"43.7142624,-79.36996290000002"
Adventure Camp,Northlea ES,1,1,100,"43.7142624,-79.36996290000002"
Adventure Camp,Norseman Community School And Pool,0.9375,3,75,"43.6345864,-79.51572870000001"
Specialty Camp: Swim,Swansea Community Recreation Centre,0.875,0,189,"43.64396319999999,-79.4775952"
Specialty Camp: Babysitters,Bloordale Community School,0.6667,7,40,"43.6392378,-79.57263569999998"
Specialty Camp: Swim,Swansea Community Recreation Centre,0.8333,0,200,"43.64396319999999,-79.4775952"
Specialty Camp: Swim,Swansea Community Recreation Centre,0.9583,3,207,"43.64396319999999,-79.4775952"
Adventure Camp,Swansea Community Recreation Centre,1.12,2,112,"43.64396319999999,-79.4775952"
Specialty Camp: Sports,Bloordale Community School,0.75,5,30,"43.6392378,-79.57263569999998"
Adventure Camp,Swansea Community Recreation Centre,0.96,1,120,"43.64396319999999,-79.4775952"
Adventure Camp,Swansea Community Recreation Centre,1.12,6,140,"43.64396319999999,-79.4775952"
Adventure Camp,Swansea Community Recreation Centre,1,0,125,"43.64396319999999,-79.4775952"
Specialty Camp: Babysitters,Bloordale Community School,0.3333,3,20,"43.6392378,-79.57263569999998"
Adventure Camp,Swansea Community Recreation Centre,0.8,0,100,"43.64396319999999,-79.4775952"
Adventure Camp,Swansea Community Recreation Centre,1.16,7,145,"43.64396319999999,-79.4775952"
Counsellor In Training,Jack Goodlad Centre,0.6667,0,100,"43.739914,-79.27136619999999"
Ultra Swim 1 - Small Group,Centennial Recreation Centre - Etobicoke,0.75,0,27,"43.6909825,-79.47777099999996"
Tiny Tots Swim,Centennial Recreation Centre - Etobicoke,1,0,9,"43.6909825,-79.47777099999996"
Counsellor In Training,Jack Goodlad Centre,0.8667,0,130,"43.739914,-79.27136619999999"
Guardian Swim 1,Nelson A. Boylen Collegiate Institute,1,5,45,"43.7175035,-79.49534599999998"
Counsellor In Training,Jack Goodlad Centre,0.9333,3,140,"43.739914,-79.27136619999999"
Specialty Camp: Soccer,Park Lawn CS,0.75,0,30,"43.6379427,-79.4958732"
Adventure Camp,North Kipling Community Centre,1,21,64,"43.7595645,-79.58211670000003"
Camp Specialty: Art and Nature,Edgehill House,0.85,1,85,"43.6714413,-79.51326899999998"
Ultra Swim 8,Richmond Gardens Outdoor Pool,0.8,1,36,"43.6828621,-79.54383539999998"
Adventure Camp,North Kipling Community Centre,1.04,68,208,"43.7595645,-79.58211670000003"
Ultra Swim 9,Richmond Gardens Outdoor Pool,1,4,25,"43.6828621,-79.54383539999998"
Adventure Camp,North Kipling Community Centre,1.02,67,255,"43.7595645,-79.58211670000003"
Ultra Swim 5,Monarch Park,0.75,0,54,"43.6781625,-79.32789600000001"
Camp Specialty: Art and Nature,Edgehill House,1.05,1,105,"43.6714413,-79.51326899999998"
Adventure Camp,North Kipling Community Centre,1.04,60,260,"43.7595645,-79.58211670000003"
Ultra Swim 8,Richmond Gardens Outdoor Pool,0.8,1,20,"43.6828621,-79.54383539999998"
Adventure Camp,North Kipling Community Centre,1.04,77,260,"43.7595645,-79.58211670000003"
Bronze Medallion & Emergency First Aid (CPR B),Monarch Park,1,1,144,"43.6781625,-79.32789600000001"
Adventure Camp,North Kipling Community Centre,1,73,250,"43.7595645,-79.58211670000003"
Adventure Camp,North Kipling Community Centre,1.04,59,260,"43.7595645,-79.58211670000003"
Adventure Camp,North Kipling Community Centre,1.02,83,255,"43.7595645,-79.58211670000003"
Activity Camp,North Kipling Community Centre,1.1333,8,85,"43.7595645,-79.58211670000003"
Ultra Swim 4,Douglas Snow Aquatic Centre,1,0,72,"43.7674564,-79.41324200000003"
Activity Camp: Youth,The Elms Community School,0.8667,13,52,"43.72223289999999,-79.55296820000001"
Activity,The Elms Community School,0.9333,56,112,"43.72223289999999,-79.55296820000001"
Ultra Swim 8,Douglas Snow Aquatic Centre,0.7,0,63,"43.7674564,-79.41324200000003"
Preschool Swim 1: Penguin,Norseman Community School And Pool,1,0,36,"43.6345864,-79.51572870000001"
Ultra Swim 4,Kiwanis Outdoor Pool,0.875,0,63,"43.6988304,-79.3145151"
Preschool Swim 1: Penguin,Norseman Community School And Pool,0.75,0,27,"43.6345864,-79.51572870000001"
Activity Camp,North Kipling Community Centre,1.0667,9,64,"43.7595645,-79.58211670000003"
Preschool Swim 2: Stingray,Norseman Community School And Pool,1,0,36,"43.6345864,-79.51572870000001"
Preschool Swim 1: Penguin,Norseman Community School And Pool,1,0,36,"43.6345864,-79.51572870000001"
Adventure Camp: Sports,Humberwood Community Centre,0.9,4,45,"43.72888529999999,-79.61897799999997"
Ultra Swim 4,Douglas Snow Aquatic Centre,1,1,72,"43.7674564,-79.41324200000003"
Adventure Camp,North Kipling Community Centre,1,69,200,"43.7595645,-79.58211670000003"
Ultra Swim 8,Douglas Snow Aquatic Centre,0.9,0,81,"43.7674564,-79.41324200000003"
Ultra Swim 8,Douglas Snow Aquatic Centre,0.8,0,72,"43.7674564,-79.41324200000003"
Creative Playtime with Caregiver,Edgehill House,1,0,108,"43.6714413,-79.51326899999998"
Activity Camp,North Kipling Community Centre,1.1333,8,85,"43.7595645,-79.58211670000003"
Activity Camp,North Kipling Community Centre,1.0667,12,80,"43.7595645,-79.58211670000003"
Adventure Camp,Norseman Community School And Pool,0.8,0,40,"43.6345864,-79.51572870000001"
Ultra Swim 7 - Small Group,Norseman Community School And Pool,0.75,0,27,"43.6345864,-79.51572870000001"
Adventure Camp,Norseman Community School And Pool,1,3,50,"43.6345864,-79.51572870000001"
Ultra Swim 5,Kiwanis Outdoor Pool,0.5,0,36,"43.6988304,-79.3145151"
Preschool Swim 1: Penguin,Norseman Community School And Pool,0.75,0,27,"43.6345864,-79.51572870000001"
Adventure Camp,Humberwood Community Centre,0.9,2,90,"43.72888529999999,-79.61897799999997"
Ultra Swim 6 - Small Group,Norseman Community School And Pool,0.25,1,9,"43.6345864,-79.51572870000001"
Adventure Camp,Warden Hilltop Community Centre,0.9375,18,75,"43.7161436,-79.28219939999997"
Adventure Camp,Warden Hilltop Community Centre,0.9375,16,75,"43.7161436,-79.28219939999997"
Adventure Camp,Warden Hilltop Community Centre,1,21,80,"43.7161436,-79.28219939999997"
Little Explorers,Bloordale Community School,1,1,40,"43.6392378,-79.57263569999998"
Adventure Camp,Warden Hilltop Community Centre,0.875,14,70,"43.7161436,-79.28219939999997"
Little Explorers,Bloordale Community School,1,0,40,"43.6392378,-79.57263569999998"
Adventure Camp,Warden Hilltop Community Centre,0.875,14,56,"43.7161436,-79.28219939999997"
Adventure Camp,Norseman Community School And Pool,0.9831,2,290,"43.6345864,-79.51572870000001"
Adventure Camp,Norseman Community School And Pool,0.9,0,45,"43.6345864,-79.51572870000001"
Activity Camp,Humberwood Community Centre,0.9375,0,75,"43.72888529999999,-79.61897799999997"
Karate - Beginner,Masaryk- Cowan Community Centre,0.0179,2,8,"43.63981159999999,-79.4329396"
Ultra Swim 2,West Hill Collegiate Institute,1,2,48,"43.7761961,-79.1908272"
Ultra Swim 6,Regent Park Aquatic Centre,0.75,6,54,"43.6542599,-79.36063589999998"
Karate - Beginner,Masaryk- Cowan Community Centre,0.6964,16,312,"43.63981159999999,-79.4329396"
Little Explorers,Bloordale Community School,1,0,32,"43.6392378,-79.57263569999998"
Little Explorers,Bloordale Community School,1,2,40,"43.6392378,-79.57263569999998"
Little Explorers,Bloordale Community School,1,0,40,"43.6392378,-79.57263569999998"
Adventure Camp,Norseman Community School And Pool,0.9592,4,188,"43.6345864,-79.51572870000001"
Activity Camp,Humberwood Community Centre,0.96,11,240,"43.72888529999999,-79.61897799999997"
Adventure Camp: Sports,Humberwood Community Centre,1,3,50,"43.72888529999999,-79.61897799999997"
Adventure Camp,Norseman Community School And Pool,1,2,40,"43.6345864,-79.51572870000001"
Activity Camp,Jenner Jean-Marie Community Centre,0.8667,114,195,"43.7028971,-79.34277120000002"
Specialty Camp: Swim,Frankland Community Centre,0.8056,0,145,"43.6771192,-79.34989989999997"
Adventure Camp,John Innes Community Recreation Centre,0.9,15,243,"43.6549206,-79.37084279999999"
Adventure Camp,Gord And Irene Risk Community Centre,0.9667,12,290,"43.7472214,-79.56701679999998"
Adventure Camp,John Innes Community Recreation Centre,1,15,300,"43.6549206,-79.37084279999999"
Ultra Swim 7 - Small Group,Runnymede Collegiate Institute,0.25,0,9,"43.6636272,-79.48972229999998"
Adventure Camp,John Innes Community Recreation Centre,0.9,10,270,"43.6549206,-79.37084279999999"
Adventure Camp,John Innes Community Recreation Centre,1,10,270,"43.6549206,-79.37084279999999"
Adventure Camp,Gord And Irene Risk Community Centre,0.9833,20,295,"43.7472214,-79.56701679999998"
Ultra Swim 1,Antibes Community Centre,1,6,54,"43.7810253,-79.44691879999999"
Adventure Camp,John Innes Community Recreation Centre,0.8333,0,250,"43.6549206,-79.37084279999999"
Claireville: Riding Camp,Claireville Day Camp,1,1,80,"43.7445154,-79.74524509999998"
Adventure Camp,Gord And Irene Risk Community Centre,0.9833,19,295,"43.7472214,-79.56701679999998"
Adventure Camp,John Innes Community Recreation Centre,1,5,300,"43.6549206,-79.37084279999999"
Adventure Camp,John Innes Community Recreation Centre,1,15,300,"43.6549206,-79.37084279999999"
Adventure Camp,Gord And Irene Risk Community Centre,0.9333,3,280,"43.7472214,-79.56701679999998"
Ultra Swim 3,Sir Oliver Mowat Collegiate Institute,1,0,48,"43.7794929,-79.14180049999999"
Specialty Camp: Visual Arts,Park Lawn CS,1,0,50,"43.6379427,-79.4958732"
Specialty Camp: Music,Park Lawn CS,0.875,3,35,"43.6379427,-79.4958732"
Specialty Camp: Music,Park Lawn CS,0.4,0,16,"43.6379427,-79.4958732"
Specialty Camp: Martial Arts,Park Lawn CS,0.8,0,40,"43.6379427,-79.4958732"
Specialty Camp:Track and Field,Park Lawn CS,0.45,0,36,"43.6379427,-79.4958732"
Ultra Swim 7 - Small Group,Runnymede Collegiate Institute,0.25,0,9,"43.6636272,-79.48972229999998"
Specialty Camp: Tennis,Park Lawn CS,0.8,1,40,"43.6379427,-79.4958732"
Ultra Swim 7 - Small Group,Runnymede Collegiate Institute,0.5,0,18,"43.6636272,-79.48972229999998"
